date,open,high,low,close,CI,trend,trend_in_progress,Volatility,Volatility_median,Volatility_status,Volatility_Trend,typical_spread_in_points,weighted_avg_execution_spread_$,PnL_per_lot,total_profit,total_volume
2021-02-16,105.357,106.075,105.173,106.008,42.51539986362143,0.0,0.0,0.008576345640040704,0.005308061163394618,High_Volatility,High Volatility + No Trend,,9.438778263273335,-49.047868,-89060.0,1815.78
2021-02-17,106.011,106.22,105.77,105.86,42.76316015994061,0.0,0.0,0.004254514512621753,0.005288320348190491,Low_Volatility,Low Volatility + No Trend,,9.913630676630053,-22.553482,-29544.0,1309.96
2021-02-18,105.864,105.919,105.594,105.657,47.43428640528164,0.0,0.0,0.003077826391651068,0.005275175095134886,Low_Volatility,Low Volatility + No Trend,,9.597172212195133,18.093358,24575.0,1358.22
2021-02-19,105.676,105.738,105.235,105.401,47.67617434279803,0.0,0.0,0.004779778590773033,0.005267671071550728,Low_Volatility,Low Volatility + No Trend,,9.3743136604629,7.489654,8925.0,1191.67
2021-02-22,105.377,105.84,104.979,105.028,48.18757214221665,0.0,0.0,0.008201640328065652,0.005267671071550728,High_Volatility,High Volatility + No Trend,,9.29173505312854,-38.410187,-59338.0,1544.85
2021-02-23,105.049,105.425,104.916,105.208,49.00604114522346,0.0,0.0,0.004851500247817305,0.005256590585690128,Low_Volatility,Low Volatility + No Trend,,9.664725668748856,10.609853,12724.0,1199.27
2021-02-24,105.207,106.1,105.167,105.841,49.82522640358927,0.0,0.0,0.008871604210446173,0.005256590585690128,High_Volatility,High Volatility + No Trend,,9.541522944991073,-18.260521,-23495.0,1286.67
2021-02-25,105.821,106.397,105.821,106.184,47.10301590855867,0.0,0.0,0.005443154005348727,0.005256590585690128,High_Volatility,High Volatility + No Trend,,9.70306806566328,-14.617714,-18774.0,1284.34
2021-02-26,106.214,106.687,105.843,106.505,42.831330998653776,0.0,0.0,0.007974074808915035,0.005256590585690128,High_Volatility,High Volatility + No Trend,,9.52375388702347,-30.153918,-42985.0,1425.52
2021-03-01,106.516,106.883,106.361,106.73,40.36928322311808,0.0,0.0,0.00490781395436289,0.005246040792059901,Low_Volatility,Low Volatility + No Trend,,9.60022658322638,-37.123673,-47218.0,1271.91
2021-03-02,106.659,106.951,106.656,106.677,42.06572191043072,0.0,0.0,0.0027659015901588986,0.005225327714292174,Low_Volatility,Low Volatility + No Trend,,9.49703481546264,-3.220541,-4358.0,1353.25
2021-03-03,106.673,107.147,106.669,106.971,42.140252430198494,0.0,0.0,0.004481151974800633,0.005205221284355174,Low_Volatility,Low Volatility + No Trend,,9.925460870579634,-28.824336,-31488.0,1092.4
2021-03-04,106.983,107.98,106.954,107.939,34.03979984518963,0.0,0.0,0.009592909101108986,0.005205221284355174,High_Volatility,High Volatility + No Trend,,9.690996743211766,-111.375959,-218349.0,1960.47
2021-03-05,107.979,108.63,107.815,108.331,27.911356205875222,0.0,0.0,0.007559245003014402,0.005205221284355174,High_Volatility,High Volatility + No Trend,,10.505669427287742,-134.795542,-266254.0,1975.24
2021-03-08,108.321,108.936,108.265,108.845,25.521473099891157,0.0,0.0,0.006197755507320062,0.005205221284355174,High_Volatility,High Volatility + No Trend,,9.519164319489985,-131.955233,-198694.0,1505.77
2021-03-09,108.833,109.23,108.41,108.44,23.56208715105019,0.0,0.0,0.007563877871045175,0.005205221284355174,High_Volatility,High Volatility + No Trend,,9.63955173205431,-49.401317,-105059.0,2126.64
2021-03-10,108.462,108.916,108.335,108.357,24.49219245916929,0.0,0.0,0.00536299441547056,0.005205221284355174,High_Volatility,High Volatility + No Trend,,9.875040286341354,-2.528778,-5003.0,1978.36
2021-03-11,108.377,108.807,108.351,108.477,25.360838146811624,0.0,0.0,0.004208544452750811,0.005194426620498606,Low_Volatility,Low Volatility + No Trend,,9.57547146269103,8.468848,16748.0,1977.64
2021-03-12,108.497,109.16,108.49,109.008,25.991047870045094,0.0,0.0,0.0061756843948751194,0.005194426620498606,High_Volatility,High Volatility + No Trend,,9.743729477084852,-10.182699,-18500.0,1816.79
2021-03-14,108.971,109.035,108.971,109.013,28.644439869007748,0.0,0.0,0.0005873122206825022,0.005178466681917678,Low_Volatility,Low Volatility + No Trend,,12.747658758831616,,,
2021-03-15,109.004,109.359,108.909,109.13,34.009019997042685,0.0,0.0,0.004131889926452255,0.005164806185008763,Low_Volatility,Low Volatility + No Trend,,9.715887272383245,-27.527352,-41899.0,1522.08
2021-03-16,109.128,109.286,108.766,108.994,34.304885086907504,0.0,0.0,0.004780905797767648,0.0051581744483026794,Low_Volatility,Low Volatility + No Trend,,9.98961905257699,-3.578375,-5291.0,1478.59
2021-03-17,108.99,109.321,108.739,108.843,40.220940610101145,0.0,0.0,0.005352265516511957,0.0051581744483026794,High_Volatility,High Volatility + No Trend,,10.601985114662428,-9.977056,-18586.0,1862.86
2021-03-18,108.84,109.291,108.617,108.934,44.14657026611714,0.0,0.0,0.006205290147950987,0.0051581744483026794,High_Volatility,High Volatility + No Trend,,9.87290950678574,12.822178,18716.0,1459.67
2021-03-19,108.931,109.124,108.603,108.867,44.4433892559293,0.0,0.0,0.004797289209322033,0.005120278861927669,Low_Volatility,Low Volatility + No Trend,,9.824759890198086,8.408606,9997.0,1188.88
2021-03-21,108.596,108.663,108.535,108.584,48.6860646950695,0.0,0.0,0.001179343069056066,0.005084216875843344,Low_Volatility,Low Volatility + No Trend,,14.312726938087073,,,
2021-03-22,108.577,108.952,108.533,108.844,65.11567572707155,0.0,0.0,0.00386057696737395,0.00508285782557096,Low_Volatility,Low Volatility + No Trend,,10.324693134677055,10.966475,15398.0,1404.13
2021-03-23,108.839,108.868,108.401,108.606,77.60108528135072,0.0,0.0,0.004308078338760701,0.00506444213510574,Low_Volatility,Low Volatility + No Trend,,9.903630580961252,1.309421,1492.0,1139.44
2021-03-24,108.603,108.95,108.445,108.724,79.54919249537437,0.0,0.0,0.004656738438840054,0.005043322782053839,Low_Volatility,Low Volatility + No Trend,,9.899366659660169,-9.744931,-11395.0,1169.35
2021-03-25,108.721,109.231,108.707,109.16,78.76379066609867,0.0,0.0,0.004820296761018158,0.00503269157526132,Low_Volatility,Low Volatility + No Trend,,9.841805965575956,-23.46007,-37720.0,1607.85
2021-03-26,109.156,109.843,109.125,109.662,63.65884665679441,0.0,0.0,0.006579610538373457,0.005043322782053839,High_Volatility,High Volatility + No Trend,,9.554290204093839,-87.627281,-169398.0,1933.17
2021-03-29,109.71,109.84,109.368,109.837,64.11085995324261,0.0,0.0,0.0043157047765343464,0.00503269157526132,Low_Volatility,Low Volatility + No Trend,,9.975566627002285,-20.600544,-34349.0,1667.38
2021-03-30,109.765,110.419,109.701,110.319,50.59277897778207,1.0,0.5,0.0065450633996044115,0.00503269157526132,High_Volatility,High Volatility + Trend,,9.707070115492455,-121.289568,-234412.0,1932.66
2021-03-31,110.341,110.96,110.27,110.693,41.17712313007918,1.0,0.5,0.006257368277863406,0.00503269157526132,High_Volatility,High Volatility + Trend,,10.036661840353318,-62.319328,-162578.0,2608.79
2021-04-01,110.667,110.842,110.541,110.552,40.87694892123211,1.0,0.5,0.0027229715671108633,0.005015545918857792,Low_Volatility,Low Volatility + Trend,,9.908774726382658,-25.956422,-50502.0,1945.65
2021-04-02,110.556,110.744,110.367,110.652,40.54282640474848,1.0,0.5,0.0034158761223916146,0.005004122093424912,Low_Volatility,Low Volatility + Trend,,11.974547340328389,0.107702,217.0,2014.49
2021-04-05,110.607,110.742,109.957,110.142,40.37556484253561,1.0,0.5,0.007139154396718816,0.005004122093424912,High_Volatility,High Volatility + Trend,,10.392559577834136,6.278078,14167.0,2256.66
2021-04-06,110.157,110.547,109.665,109.709,40.22805411422709,1.0,0.5,0.008042675420599013,0.005004122093424912,High_Volatility,High Volatility + Trend,,9.754592656110324,26.153519,83664.0,3198.95
2021-04-07,109.717,109.936,109.574,109.812,39.93830357791624,1.0,0.0,0.003303703433296302,0.005004122093424912,Low_Volatility,Low Volatility + Trend,,9.9792947648304,-5.415305,-7548.0,1393.75
2021-04-08,109.804,109.898,108.995,109.238,39.9117518123078,1.0,0.0,0.008284783705674495,0.005004122093424912,High_Volatility,High Volatility + Trend,,9.872950703916052,-17.807683,-26058.0,1463.3
2021-04-09,109.259,109.954,109.186,109.638,40.23646743541112,1.0,0.0,0.0070338688110196034,0.005015545918857792,High_Volatility,High Volatility + Trend,,9.645154427043744,-1.515227,-2629.0,1735.19
2021-04-12,109.658,109.765,109.24,109.342,41.36257430094143,1.0,0.0,0.00480593189307951,0.005004122093424912,Low_Volatility,Low Volatility + Trend,,9.895764449060966,5.339406,9122.0,1708.49
2021-04-13,109.347,109.748,109.012,109.019,46.13570625669095,1.0,0.0,0.006751550288041722,0.005004122093424912,High_Volatility,High Volatility + Trend,,9.87860010499624,7.130553,18629.0,2612.62
2021-04-14,109.053,109.089,108.746,108.866,47.43270126615935,1.0,0.0,0.003154139002813929,0.004992461935547931,Low_Volatility,Low Volatility + Trend,,10.1123702016382,-28.75441,-37555.0,1306.06
2021-04-15,108.874,108.959,108.609,108.717,45.60842434829499,1.0,0.0,0.0032225690320324147,0.004967073059485672,Low_Volatility,Low Volatility + Trend,,10.036296615150787,-35.070812,-35528.0,1013.03
2021-04-16,108.714,108.96,108.606,108.769,45.95979579056172,1.0,0.0,0.003259488426053802,0.004948792015756586,Low_Volatility,Low Volatility + Trend,,9.611833793496151,0.38705,344.0,888.78
2021-04-19,108.731,108.831,108.005,108.102,37.76395072529474,1.0,0.0,0.0076477940836073115,0.004967073059485672,High_Volatility,High Volatility + Trend,,9.651889775751554,-95.016551,-303436.0,3193.51
2021-04-20,108.116,108.542,107.966,108.053,38.95809131075411,1.0,0.0,0.005335012874423501,0.004992461935547931,High_Volatility,High Volatility + Trend,,9.51538006451271,2.800028,5676.0,2027.11
2021-04-21,108.061,108.276,107.87,108.034,39.23607003906372,1.0,0.0,0.0037637897469175088,0.004967073059485672,Low_Volatility,Low Volatility + Trend,,9.421924941633032,-4.932916,-8976.0,1819.68
2021-04-22,108.048,108.228,107.807,107.934,38.75225652860348,1.0,0.0,0.003905126754292321,0.004948792015756586,Low_Volatility,Low Volatility + Trend,,9.620441861072788,-10.849621,-19805.0,1825.45
2021-04-23,107.927,108.139,107.472,107.836,37.19031161755984,1.0,0.0,0.006206267679023388,0.0049637853900665226,High_Volatility,High Volatility + Trend,,9.52123697091356,-32.683263,-43626.0,1334.8
2021-04-26,107.886,108.191,107.635,108.067,45.33540884581571,0.0,0.0,0.005165605983183884,0.0049637853900665226,High_Volatility,High Volatility + No Trend,,9.742965999713807,22.710195,49472.0,2178.4
2021-04-27,108.064,108.771,108.055,108.657,45.53102962422837,0.0,0.0,0.006626255147841321,0.0049637853900665226,High_Volatility,High Volatility + No Trend,,9.937119337812849,-19.328001,-34063.0,1762.35
2021-04-28,108.659,109.072,108.544,108.549,45.41575199652262,0.0,0.0,0.004864386792452884,0.004940005424165568,Low_Volatility,Low Volatility + No Trend,,9.865189066121863,-7.264219,-14002.0,1927.53
2021-04-29,108.58,109.217,108.428,108.885,48.19296134750423,0.0,0.0,0.00727671819087322,0.004940005424165568,High_Volatility,High Volatility + No Trend,,9.825636781678813,-6.596902,-9542.0,1446.43
2021-04-30,108.915,109.362,108.707,109.281,48.27356031874024,0.0,0.0,0.006025370951272698,0.004940005424165568,High_Volatility,High Volatility + No Trend,,9.542171413428916,-12.859587,-15057.0,1170.85
2021-05-03,109.231,109.692,108.89,109.052,48.95987392823197,0.0,0.0,0.007365230967030879,0.0049637853900665226,High_Volatility,High Volatility + No Trend,,10.072011992543588,-6.497878,-12505.0,1924.46
2021-05-04,109.039,109.483,108.983,109.28,48.81424376371884,0.0,0.0,0.0045878715028949465,0.004940005424165568,Low_Volatility,Low Volatility + No Trend,,9.932065368740483,14.952459,25426.0,1700.45
2021-05-05,109.283,109.475,109.122,109.123,48.79305730419233,0.0,0.0,0.0032349113835889592,0.004932843622913708,Low_Volatility,Low Volatility + No Trend,,10.028490267319867,0.848824,1005.0,1184.4
2021-05-06,109.194,109.424,108.996,109.041,48.83642640420078,0.0,0.0,0.0039267496054902155,0.004932843622913708,Low_Volatility,Low Volatility + No Trend,,9.750391818633464,2.436458,3934.0,1614.66
2021-05-07,109.087,109.283,108.333,108.565,48.88511543656299,0.0,0.0,0.00876925775156234,0.004940005424165568,High_Volatility,High Volatility + No Trend,,11.104566950955432,0.804761,1298.0,1613.33
2021-05-10,108.533,109.051,108.463,108.81,48.975946169889134,0.0,0.0,0.005421203544065793,0.0049637853900665226,High_Volatility,High Volatility + No Trend,,10.09903764914574,-8.7902,-14724.0,1675.03
2021-05-11,108.761,108.977,108.344,108.596,49.1072818751859,0.0,0.0,0.00584250166137497,0.004993726591672589,High_Volatility,High Volatility + No Trend,,9.742078872423711,-3.050563,-4987.0,1634.79
2021-05-12,108.63,109.704,108.532,109.61,49.26821451344174,0.0,0.0,0.010798658460177617,0.004993726591672589,High_Volatility,High Volatility + No Trend,,10.827174731912836,-21.030415,-41177.0,1957.95
2021-05-13,109.63,109.78,109.4,109.433,51.08112503085008,0.0,0.0,0.003473491773308916,0.004993726591672589,Low_Volatility,Low Volatility + No Trend,,9.713964918503189,-3.509417,-6111.0,1741.38
2021-05-14,109.421,109.65,109.176,109.316,59.72149562996028,0.0,0.0,0.004341613541437713,0.0049637853900665226,Low_Volatility,Low Volatility + No Trend,,9.8671891629655,-6.703338,-9110.0,1359.01
2021-05-17,109.276,109.497,109.068,109.193,66.55334910293105,0.0,0.0,0.003933325998459696,0.0049637853900665226,Low_Volatility,Low Volatility + No Trend,,9.662149733751727,8.363981,12609.0,1507.55
2021-05-18,109.181,109.279,108.828,108.853,66.8211154327549,0.0,0.0,0.004144154077994573,0.004940005424165568,Low_Volatility,Low Volatility + No Trend,,9.572793420427171,-7.676388,-10913.0,1421.61
2021-05-19,108.863,109.331,108.565,109.177,67.07298813228972,0.0,0.0,0.007055680928476077,0.004940005424165568,High_Volatility,High Volatility + No Trend,,9.714028911595229,16.409877,35846.0,2184.39
2021-05-20,109.18,109.302,108.744,108.753,67.2512888004918,0.0,0.0,0.00513131758993606,0.004940005424165568,High_Volatility,High Volatility + No Trend,,9.736988821721885,-5.407044,-5336.0,986.79
2021-05-21,108.753,108.999,108.606,108.938,67.27854786598965,0.0,0.0,0.0036185846085851677,0.004932843622913708,Low_Volatility,Low Volatility + No Trend,,9.575052675627376,-11.128047,-13703.0,1231.39
2021-05-24,108.866,108.991,108.69,108.692,67.19290113490868,0.0,0.0,0.002769344005888324,0.0049194973490983025,Low_Volatility,Low Volatility + No Trend,,9.807642787439873,17.804889,25331.0,1422.72
2021-05-25,108.702,109.064,108.554,108.735,67.15604522729241,0.0,0.0,0.004698122593363587,0.004890485645872395,Low_Volatility,Low Volatility + No Trend,,9.732458035399931,1.229867,1770.0,1439.2
2021-05-26,108.75,109.172,108.718,109.113,67.10387735602367,0.0,0.0,0.004175941426442664,0.004872522371325402,Low_Volatility,Low Volatility + No Trend,,9.739853767639474,4.435351,5310.0,1197.18
2021-05-27,109.087,109.918,109.032,109.788,63.80387052607851,0.0,0.0,0.008126054736224318,0.004872522371325402,High_Volatility,High Volatility + No Trend,,9.798486546136637,-24.875265,-42571.0,1711.37
2021-05-28,109.762,110.194,109.738,109.866,57.52309489624476,0.0,0.0,0.004155351838014207,0.004868137098860895,Low_Volatility,Low Volatility + No Trend,,9.60974523989159,-30.196476,-45191.0,1496.56
2021-05-31,109.761,109.932,109.347,109.568,61.335793005450405,0.0,0.0,0.0053499410134709505,0.004868137098860895,High_Volatility,High Volatility + No Trend,,10.19449344281214,9.984648,12839.0,1285.86
2021-06-01,109.526,109.701,109.326,109.434,61.084884448309474,0.0,0.0,0.003430108117007848,0.004868137098860895,Low_Volatility,Low Volatility + No Trend,,9.886859680832925,-2.102964,-3352.0,1594.07
2021-06-02,109.477,109.879,109.356,109.484,60.45785405298503,0.0,0.0,0.004782545082117217,0.004868137098860895,Low_Volatility,Low Volatility + No Trend,,9.736643609972353,5.087547,10984.0,2158.98
2021-06-03,109.52,110.316,109.506,110.234,57.25084602007951,0.0,0.0,0.0073968549668511525,0.004872522371325402,High_Volatility,High Volatility + No Trend,,9.871040509374673,-40.129281,-64567.0,1608.98
2021-06-04,110.237,110.324,109.359,109.518,56.8663582759848,0.0,0.5,0.008824147989648803,0.004890485645872395,High_Volatility,High Volatility + Trend False,,10.503426640058333,26.254189,43185.0,1644.88
2021-06-07,109.559,109.631,109.184,109.219,56.67734319503225,0.0,0.5,0.0040940064478312095,0.004890485645872395,Low_Volatility,Low Volatility + Trend False,,9.638935435773623,-15.607818,-24926.0,1597.05
2021-06-08,109.224,109.552,109.194,109.451,56.35456349575849,0.0,0.5,0.0032785684195102667,0.004872522371325402,Low_Volatility,Low Volatility + Trend False,,9.661899799779933,21.885579,40265.0,1839.79
2021-06-09,109.482,109.651,109.22,109.577,56.018552170117495,0.0,0.5,0.0039461637062808775,0.004868137098860895,Low_Volatility,Low Volatility + Trend False,,9.780672637207331,19.233429,29879.0,1553.47
2021-06-10,109.592,109.791,109.298,109.298,55.85817706463043,0.0,0.5,0.004510604036670342,0.004868137098860895,Low_Volatility,Low Volatility + Trend False,,10.178986811698833,13.661906,21500.0,1573.75
2021-06-11,109.302,109.836,109.299,109.677,55.850122953158895,0.0,0.5,0.004913128207943274,0.004868137098860895,High_Volatility,High Volatility + Trend False,,9.560471588962985,2.216913,2973.0,1340.91
2021-06-14,109.587,110.093,109.587,110.016,59.470009518119966,0.0,0.0,0.004617335997882962,0.004861460278185303,Low_Volatility,Low Volatility + No Trend,,9.789368877539983,-14.990225,-18619.0,1242.1
2021-06-15,110.055,110.162,109.983,110.011,67.54315352645438,0.0,0.0,0.001627524253748325,0.004861460278185303,Low_Volatility,Low Volatility + No Trend,,9.941038441167098,6.813107,27549.0,4043.57
2021-06-16,110.005,110.716,109.797,110.688,60.94998283927625,0.0,0.0,0.00836999189413187,0.004861460278185303,High_Volatility,High Volatility + No Trend,,11.507064535010114,-22.565963,-86448.0,3830.91
2021-06-17,110.638,110.819,110.152,110.152,58.46845916316579,0.0,0.0,0.006055269082722071,0.004868137098860895,High_Volatility,High Volatility + No Trend,,9.780908449141469,103.614737,345137.0,3330.96
2021-06-18,110.171,110.479,109.938,110.193,58.45394977891547,0.0,0.0,0.0049209554476158995,0.004872522371325402,High_Volatility,High Volatility + No Trend,,8.391102147156387,-0.804659,-1808.0,2246.44
2021-06-21,110.171,110.346,109.711,110.28,58.81187247936268,0.0,0.0,0.005787933753224427,0.004890485645872395,High_Volatility,High Volatility + No Trend,,9.927556658372682,16.845069,34661.0,2057.62
2021-06-22,110.262,110.788,110.208,110.655,59.13656102697064,0.0,0.0,0.005262775842044119,0.004890485645872395,High_Volatility,High Volatility + No Trend,,9.811927432201784,1.443775,4090.0,2832.88
2021-06-23,110.589,111.1,110.589,110.912,53.21411408264861,0.0,0.5,0.0046207127291140685,0.004890485645872395,Low_Volatility,Low Volatility + Trend False,,9.95332057353035,-76.747387,-253032.0,3296.95
2021-06-24,110.958,111.11,110.682,110.856,52.73068236503076,0.0,0.5,0.003866934099492214,0.004890485645872395,Low_Volatility,Low Volatility + Trend False,,9.990400507806545,14.965922,28280.0,1889.6
2021-06-25,110.834,110.979,110.476,110.766,52.66070220474032,0.0,0.5,0.004553025091422572,0.004872522371325402,Low_Volatility,Low Volatility + Trend False,,9.678987694928264,12.98719,19182.0,1476.99
2021-06-28,110.751,110.973,110.491,110.592,53.0973865119175,0.0,0.5,0.0043623462544460576,0.004868137098860895,Low_Volatility,Low Volatility + Trend False,,9.65761400767045,41.042971,86213.0,2100.56
2021-06-29,110.547,110.754,110.425,110.495,54.62201059986105,0.0,0.5,0.002979397781299595,0.004868137098860895,Low_Volatility,Low Volatility + Trend False,,9.867324807860234,25.68748,57368.0,2233.32
2021-06-30,110.467,111.116,110.412,111.058,54.48436409278229,0.0,0.5,0.00637611853784003,0.004868137098860895,High_Volatility,High Volatility + Trend False,,9.905073977090542,-2.277697,-4192.0,1840.64
2021-07-01,111.095,111.633,111.022,111.481,49.89519166056216,0.0,0.5,0.00550341373781764,0.004868137098860895,High_Volatility,High Volatility + Trend False,,9.683925248469398,-76.102864,-199969.0,2627.62
2021-07-02,111.494,111.653,110.945,111.003,51.85352927382968,0.0,0.5,0.006381540402902453,0.004872522371325402,High_Volatility,High Volatility + Trend False,,10.784344057624894,-1.097679,-2513.0,2289.14
2021-07-05,110.946,111.185,110.789,110.962,52.0092785028441,0.0,0.5,0.003574362075657338,0.004868137098860895,Low_Volatility,Low Volatility + Trend False,,10.204880520935356,19.621446,33689.0,1716.94
2021-07-06,110.916,110.964,110.513,110.573,51.9877241821015,0.0,0.5,0.004080967849936147,0.004861460278185303,Low_Volatility,Low Volatility + Trend False,,9.875248572105694,-8.452135,-15331.0,1813.86
2021-07-07,110.598,110.809,110.391,110.596,51.80312780157669,0.0,0.5,0.003786540569430408,0.004855017005867513,Low_Volatility,Low Volatility + Trend False,,9.811467670799262,1.404342,3251.0,2314.88
2021-07-08,110.625,110.669,109.528,109.746,48.43445598179692,0.0,0.5,0.010417427507121385,0.004855017005867513,High_Volatility,High Volatility + Trend False,,9.648874264997188,-59.946301,-156674.0,2613.57
2021-07-09,109.707,110.254,109.701,110.094,48.35668222847791,0.0,0.5,0.005040975013901528,0.004855017005867513,High_Volatility,High Volatility + Trend False,,9.590923209043298,5.831435,6891.0,1181.66
2021-07-12,110.109,110.396,109.972,110.337,48.20279590336663,0.0,0.5,0.0038555268613829578,0.0048358985044177315,Low_Volatility,Low Volatility + Trend False,,9.828003100766017,-3.296542,-3800.0,1152.76
2021-07-13,110.347,110.642,110.193,110.586,48.140994453435326,0.0,0.5,0.004074668989863223,0.004814731458375396,Low_Volatility,Low Volatility + Trend False,,10.566065996084394,7.95157,25444.0,3199.92
2021-07-14,110.616,110.694,109.924,109.924,48.39257032372455,0.0,0.5,0.007004839707434191,0.0048358985044177315,High_Volatility,High Volatility + Trend False,,9.788679400950723,27.084146,45060.0,1663.7
2021-07-15,109.931,110.085,109.709,109.831,48.57786493481891,0.0,0.5,0.0034272484481673387,0.004814731458375396,Low_Volatility,Low Volatility + Trend False,,9.885023011980135,38.700854,131970.0,3410.0
2021-07-16,109.791,110.336,109.73,110.053,48.76225785701664,0.0,0.5,0.0055226464959445415,0.004814731458375396,High_Volatility,High Volatility + Trend False,,10.027328888330429,13.96334,20601.0,1475.37
2021-07-19,109.991,110.094,109.06,109.442,41.68494271699361,0.0,0.5,0.009481019622226222,0.004814731458375396,High_Volatility,High Volatility + Trend False,,9.759076558012254,-47.675308,-82495.0,1730.36
2021-07-20,109.394,109.951,109.325,109.823,42.04489435233248,0.0,0.0,0.005726046192545077,0.004814731458375396,High_Volatility,High Volatility + No Trend,,9.388731760844104,-0.827809,-1266.0,1529.57
2021-07-21,109.816,110.381,109.795,110.264,42.368034469483625,0.0,0.0,0.005337219363358974,0.004814731458375396,High_Volatility,High Volatility + No Trend,,9.63758405344698,-77.136952,-149469.0,1937.71
2021-07-22,110.27,110.353,110.008,110.12,50.03902226616856,0.0,0.0,0.0031361355537778968,0.004814731458375396,Low_Volatility,Low Volatility + No Trend,,9.63479687414839,8.788706,11328.0,1288.92
2021-07-23,110.146,110.588,110.081,110.496,54.29254516464071,0.0,0.0,0.004605699439503555,0.004807549024406072,Low_Volatility,Low Volatility + No Trend,,9.273635746750378,-20.883833,-32185.0,1541.16
2021-07-26,110.42,110.578,110.111,110.354,57.765679570411024,0.0,0.0,0.0042411748145053515,0.004807549024406072,Low_Volatility,Low Volatility + No Trend,,9.811550610483726,24.495286,48336.0,1973.29
2021-07-27,110.356,110.39,109.577,109.714,60.81167434168111,0.0,0.0,0.007419440210993205,0.004807549024406072,High_Volatility,High Volatility + No Trend,,9.930797921106596,-1.0322,-2476.0,2399.12
2021-07-28,109.717,110.28,109.706,109.875,60.88913895589644,0.0,0.0,0.005232165970867573,0.004807549024406072,High_Volatility,High Volatility + No Trend,,10.6546663664304,11.364866,19220.0,1691.18
2021-07-29,109.91,109.943,109.415,109.441,60.98533345119608,0.0,0.0,0.004825663757254413,0.004814731458375396,High_Volatility,High Volatility + No Trend,,10.362963636144425,10.298244,14542.0,1412.08
2021-07-30,109.439,109.823,109.357,109.613,61.14665637830572,0.0,0.0,0.004261272712309171,0.004807549024406072,Low_Volatility,Low Volatility + No Trend,,9.950530730290625,6.983496,6079.0,870.42
2021-08-02,109.627,109.766,109.181,109.285,61.372278993013765,0.0,0.0,0.005358075122961028,0.004807549024406072,High_Volatility,High Volatility + No Trend,,10.419028164516694,-6.788201,-8598.0,1266.54
2021-08-03,109.292,109.335,108.871,108.999,59.507264981987255,0.0,0.0,0.004261924663133421,0.004803822155501045,Low_Volatility,Low Volatility + No Trend,,10.051448539649591,-33.158898,-93364.0,2815.64
2021-08-04,109.028,109.671,108.717,109.461,56.49530862557667,0.0,0.5,0.008775076574960749,0.004803822155501045,High_Volatility,High Volatility + Trend False,,10.455490049494363,43.565709,133663.0,3068.07
2021-08-05,109.473,109.782,109.398,109.722,56.62439824240224,0.0,0.5,0.0035101190149728545,0.004803822155501045,Low_Volatility,Low Volatility + Trend False,,10.187832992492687,13.11095,26716.0,2037.67
2021-08-06,109.757,110.348,109.693,110.205,56.40073268983668,0.0,0.5,0.005971210560382168,0.004803822155501045,High_Volatility,High Volatility + Trend False,,11.356444133601986,-65.487214,-117658.0,1796.66
2021-08-09,110.286,110.349,110.02,110.254,56.10373448914635,0.0,0.5,0.002990365388111323,0.004803822155501045,Low_Volatility,Low Volatility + Trend False,,10.084867405947325,12.464989,24408.0,1958.13
2021-08-10,110.293,110.594,110.269,110.539,55.60969071509082,0.0,0.5,0.0029473378737450108,0.0047995008136223075,Low_Volatility,Low Volatility + Trend False,,10.130318271112149,-52.867805,-64730.0,1224.37
2021-08-11,110.549,110.796,110.304,110.37,51.53101241335836,0.0,0.5,0.004460400348128848,0.004789917145719625,Low_Volatility,Low Volatility + Trend False,,10.839939857963362,-13.042587,-23568.0,1806.97
2021-08-12,110.39,110.541,110.311,110.38,51.19368237582003,0.0,0.5,0.002085014187161659,0.004781725439942432,Low_Volatility,Low Volatility + Trend False,,10.3465375095127,2.390278,2065.0,863.91
2021-08-13,110.372,110.453,109.539,109.567,50.99966225014446,0.0,0.5,0.00834406010644612,0.004781725439942432,High_Volatility,High Volatility + Trend False,,10.08911519642348,25.306922,34978.0,1382.16
2021-08-16,109.616,109.746,109.108,109.253,50.60998555729764,0.0,0.5,0.0058474172379659696,0.004781725439942432,High_Volatility,High Volatility + Trend False,,10.08173686236259,-6.455257,-12746.0,1974.47
2021-08-17,109.252,109.65,109.112,109.572,50.39952077660946,0.0,0.5,0.004930713395410321,0.004781725439942432,High_Volatility,High Volatility + Trend False,,10.695202667342087,21.357472,39186.0,1834.77
2021-08-18,109.522,110.057,109.473,109.723,50.21591387354887,0.0,0.5,0.005334648726169952,0.004789917145719625,High_Volatility,High Volatility + Trend False,,10.142238982849276,20.249302,41360.0,2042.55
2021-08-19,109.763,110.223,109.476,109.75,50.11441080981839,0.0,0.5,0.006823413350871423,0.004789917145719625,High_Volatility,High Volatility + Trend False,,10.061738145593669,6.166633,10228.0,1658.58
2021-08-20,109.709,109.88,109.565,109.756,49.871154686452414,0.0,0.5,0.002875005704376377,0.004789917145719625,Low_Volatility,Low Volatility + Trend False,,9.985532053705597,-11.971939,-11870.0,991.48
2021-08-23,109.741,110.142,109.633,109.671,49.74946387466345,0.0,0.5,0.004642762671823268,0.004789917145719625,Low_Volatility,Low Volatility + Trend False,,9.873423912132065,5.711264,9118.0,1596.49
